T,TM,Tm,H,VV,V,VM,PM 2.5
33.3,41,24.6,24,3.7,10.2,22.2,185.0
33.4,40.2,25,19,3.1,16.5,24.1,194.0
29.1,36.1,22.8,27,2.9,14.8,18.3,239.0
34.7,43.1,22.1,14,3.4,8.7,20.6,192.0
33.5,41,27.1,39,3.4,15.6,22.2,201.0
34.6,41.2,28.5,38,2.7,17.4,22.2,174.0
32,38.7,25.6,48,4.2,17.2,25.9,137.0
30.1,39.2,23,49,2.9,17.4,37,132.0
29.6,36.6,21.5,47,3.1,16.3,22.2,124.0
33.7,41,24.5,29,3.2,11.5,37,191.0
29.4,36.5,24,38,3.9,11.9,27.8,148.0
29.1,37.9,23,44,3.7,5,37,147.0
30.7,43.2,23,47,3.5,16.1,46.5,169.0
30.7,37.6,21.6,45,3.1,10.9,16.5,137.0
32.4,39.7,25,46,3.7,13.5,55.4,154.0
34.4,42.4,27.1,32,2.6,9.1,18.3,177.0
36.1,42.6,27,18,3.7,11.3,20.6,176.0
37.3,44.2,27.4,13,3.5,11.5,22.2,175.0
37.5,45.4,26.7,13,3.7,9.4,22.2,164.0
38,46.2,27,13,3.1,7.8,14.8,181.0
38.3,45.8,30.8,13,3.7,9.8,18.3,190.0
37.2,43.6,28.2,33,3.4,12,24.1,155.0
33.9,43.7,27,44,3.1,16.9,37,165.0
32.8,43.7,25.4,44,3.7,16.7,22.2,135.0
34.7,41.5,27.3,48,3.5,15.6,24.1,0.0
36.6,42.4,28.8,46,3.1,11.7,16.5,153.0
36.1,42.1,31,51,2.9,16.7,22.2,157.0
31.4,40.9,23.9,68,2.7,15.2,55.4,141.0
38.2,42.2,33.3,34,1.6,16.7,29.4,208.0
37.7,42,31.8,34,1.9,14.6,27.8,182.0
36.6,41.2,32,37,2.3,14.3,27.8,172.0
34.3,41.3,26,43,3.2,10.9,22.2,124.0
36.4,43.2,29.7,38,3.2,10.4,18.3,139.0
36.8,43.2,31.3,37,2.9,8,16.5,142.0
36.2,43.6,31,40,3.1,13.9,20.6,142.0
32.6,34.8,29,53,3.2,10.4,21.7,126.0
29.8,38,25.6,78,2.6,12.8,27.8,123.0
32.3,37,27.9,72,3.1,13.7,27.8,105.0
31.8,37.7,24,64,3.9,14.1,37,96.0
32.3,35,30,70,3.5,11.3,16.5,117.0
34.1,39,28.3,54,3.2,8.7,22.2,145.0
35.2,41.1,29,51,3.2,7.2,14.8,153.0
34.3,41.1,30,62,3.1,12.4,22.2,158.0
28.8,33.6,26,87,2.9,8,22.2,91.0
29.3,33.6,25.6,85,2.6,9.4,22.2,94.0
31.5,36.2,27.2,76,3.5,12.2,20.6,99.0
31.5,38,28,74,2.4,7.4,13,123.0
29.9,33.2,27,83,2.7,6.5,14.8,98.0
29.1,35.2,26.6,87,2.4,7.6,14.8,142.0
29.2,37.8,27,89,3.1,6.7,18.3,95.0
26.8,28,25.8,99,2.6,10.9,16.5,87.0
26.8,28.2,25.6,98,2.6,10.7,16.5,96.0
30.1,34.9,23.6,75,3.1,10.7,22.2,140.0
31.5,35.4,23.4,68,3.2,10.7,18.3,137.0
31.3,35.6,28,67,3.4,12.2,22.2,165.0
31,35.8,27.8,65,3.4,13,22.2,157.0
28.4,33.2,25.9,86,2.6,7.2,16.5,134.0
30.2,34.2,25.3,82,3.2,8.9,14.8,117.0
31.7,36.4,27.1,70,3.7,12.2,18.3,109.0
30.5,34.2,26.1,73,3.7,7.6,14.8,97.0
31.8,35.2,27.4,71,3.5,8,14.8,130.0
30.8,36.4,27.8,73,2.9,10,18.3,119.0
29.1,34.2,27.3,88,2.6,4.8,14.8,129.0
30.1,35.6,27,82,2.6,8.1,20.6,161.0
31.8,37.2,26.4,74,3.4,9.8,20.6,97.0
29.7,34.9,26.4,76,3.7,12,18.3,82.0
30.9,36.2,26.1,73,3.5,10.9,20.6,94.0
29.4,36.2,26.2,85,3.4,7.6,11.1,98.0
31.2,35,27.5,75,3.7,9.4,20.6,131.0
28.3,31,26,91,2.6,6.3,18.3,128.0
26.9,29,25,93,2.3,8.7,18.3,115.0
27.2,30.2,25.4,94,2.1,4.8,16.5,128.0
27.7,35,24.3,92,2.3,5.2,25.9,123.0
28.2,32.2,24.8,86,2.7,14.1,24.1,122.0
28.2,32.4,24.3,82,3.7,11.5,22.2,94.0
29.1,34.2,24,73,4,11.3,22.2,99.0
29.5,35.2,24.5,72,4.2,10.4,18.3,103.0
30.6,35.2,24.7,63,4.3,11.1,18.3,118.0
30.3,36,24.2,64,3.5,9.1,20.6,149.0
30.4,36.4,26.4,64,3.1,8.1,13,163.0
27.9,34.7,23,75,3.9,14.4,22.2,118.0
24.6,27.6,21.6,91,3.2,10.9,18.3,87.0
27.2,32.4,22,79,3.7,6.5,14.8,116.0
28.7,35,23.1,74,3.7,5,14.8,162.0
28.8,35.2,22.8,66,3.5,6.7,14.8,166.0
29.2,36.2,22.9,59,3.2,6.3,14.8,160.0
29.7,36.8,22,56,3.7,4.8,11.1,140.0
27.6,34.6,20,56,3.1,5,14.8,173.0
28.4,35.8,21.2,54,2.9,5.9,14.8,203.0
28.8,36,21.9,56,3.4,8.1,14.8,193.0
25.1,31.8,18.2,56,3.4,6.9,18.3,195.0
25.5,33,18,51,3.2,6.9,16.5,172.0
26.1,34.2,18.6,51,3.1,5.4,11.1,197.0
25.6,33.3,18,53,2.3,6.3,13,201.0
25.3,33.6,18,47,2.6,4.4,11.1,237.0
24.3,33.6,18.2,48,2.9,6.1,14.8,213.0
24.7,33.4,17.1,51,3.1,4.8,11.1,229.0
24.1,31,17.8,52,2.1,2.6,9.4,243.0
23.4,32.1,17,57,2.4,2,9.4,268.0
24,31.4,17.3,58,2.1,2.4,7.6,277.0
24.1,31.7,18,58,2.1,3.7,9.4,279.0
24.5,32.6,17,57,2.3,8.5,13,263.0
24.3,30.9,18.6,59,2.6,13.9,20.6,241.0
19.1,27.8,12.1,44,2.3,5,14.8,288.0
18.8,26.8,12,51,1.6,0.9,7.6,492.0
20.6,30,12.8,60,1.6,2.6,11.1,352.0
22.5,30.3,16.4,66,1.6,9.1,18.3,310.0
22.5,29.4,17,70,2.9,9.1,14.8,198.0
21.1,27.2,14,70,2.1,8.5,16.5,171.0
19.9,27.2,12,52,2.6,5.2,11.1,185.0
18.7,27.2,12.1,64,2.3,3,11.1,269.0
20.9,28,12.5,54,2.4,5,16.5,251.0
17.9,26.2,11,59,2.4,5.9,16.5,230.0
18.6,27.2,10.6,50,2.7,2.4,9.4,245.0
17.2,26.2,10.5,58,1.9,3.3,11.1,280.0
15.7,23.4,9,69,1.6,5,14.8,278.0
16.4,24.2,8,63,2.1,3.7,9.4,296.0
15.9,24.8,10,60,1.9,2.2,9.4,346.0
15.3,21,10,73,2.3,8.9,14.8,180.0
13.8,21.2,9,78,1.9,8.3,14.8,189.0
14.3,22,8.1,69,1.9,10,18.3,200.0
13.4,22.2,6.8,64,1.6,5.4,13,239.0
13.3,22.2,6.5,63,1.8,3.3,13,302.0
12.4,20.5,6,67,1.4,4.3,14.8,353.0
11,18.6,5,81,0.6,7.8,20.6,408.0
12.1,20.2,4,61,1.8,4.1,13,302.0
12.7,20,5.5,61,1.3,8.7,14.8,334.0
13.3,22.2,5.6,61,1.3,4.4,14.8
