T,TM,Tm,H,VV,V,VM,PM 2.5
15.1,24.2,9.3,85,1.3,0.6,25.9,276.0
15.3,24.8,8.7,78,1,1.5,7.6,265.0
14.8,23.8,7.7,76,1.1,1.9,7.6,237.0
15.2,21.5,12.4,94,1,7.2,11.1,158.0
14.7,18.7,9.7,88,1.4,3,5.4,152.0
14.2,19.2,9.8,87,1.3,6.5,11.1,160.0
10.3,18,5.2,94,0.3,3.1,7.6,264.0
12.1,17.4,6.4,91,0.3,5.7,11.1,288.0
12.6,17.5,8.8,90,0.6,5.7,9.4,249.0
8.4,17.2,6,93,0.8,8.1,11.1,196.0
8.8,13,5.4,85,0.6,4.6,7.6,213.0
8.6,13.6,4.2,83,0.6,3.3,7.6,239.0
8.1,14.7,4.8,84,1,4.8,9.4
