T,TM,Tm,H,VV,V,VM,PM 2.5
26.8,33.6,19.2,53,1.6,4.6,11.1,0.0
28.1,35.8,18.6,40,1.9,8.7,16.5,163.0
30.5,38.8,20.6,41,2.4,8.1,22.2,234.0
31.5,38.8,22.1,39,2.4,8.1,16.5,209.0
30.6,38.7,21.5,36,1.9,8.3,18.3,180.0
34.8,42.8,24.2,30,2.3,9.6,18.3,225.0
34.5,41.7,26.2,33,1.9,6.5,11.1,196.0
31.8,41.7,26.2,43,1.9,7.4,18.3,163.0
31.8,38.6,24.2,54,1.9,1.9,7.6,193.0
32.2,39.5,25.2,45,1.6,9.3,16.5,256.0
30.7,39.5,21.4,43,1.6,6.5,14.8,201.0
25.2,30.6,18,71,2.6,10,20.6,132.0
26.9,32.1,19,62,1.8,8.5,18.3,124.0
29.7,35.4,23,48,1.8,11.1,16.5,169.0
32.3,39.1,24,36,2.3,11.7,24.1,155.0
31.9,38.8,26.5,39,2.3,8.7,22.2,163.0
32.8,38.6,24.8,40,1.9,9.6,18.3,171.0
32.4,40.6,23.2,45,2.7,8.9,14.8,128.0
30,36.4,21.4,60,2.6,4.1,14.8,113.0
31.8,38.8,24,54,1.9,2.6,7.6,179.0
34.6,42.8,25,46,1.8,6.3,18.3,174.0
32.9,41.6,25.6,44,2.9,17.4,55.4,137.0
32.8,39.9,25,48,2.6,4.6,14.8,186.0
34.8,41.7,26.5,40,2.6,6.5,14.8,205.0
38.5,44.9,30.8,31,1.9,13.1,29.4,0.0
37.8,45.1,28.6,34,1.9,6.7,18.3,0.0
37.9,45.5,30.1,38,1.9,5.9,16.5,234.0
30.3,41.1,22.7,62,2.6,16.7,29.4,154.0
30.5,37.1,25.5,73,2.6,6.5,22.2,165.0
33.9,40.6,28,59,2.1,8.1,25.9,0.0
35.6,41.4,28.4,55,1.9,10.9,18.3,0.0
37.9,43,31,44,2.3,17.8,25.9,0.0
36.9,41.7,32.7,49,1.9,9.8,24.1,0.0
33.3,39,25.3,56,1.9,9.8,16.5,0.0
32.4,38.1,23.5,66,1.9,3.3,7.6,0.0
34.7,39.9,28.8,55,1.9,9.4,22.2,0.0
31.2,35.2,27,71,1.9,6.3,11.1,189.0
29.5,36.6,25.5,76,1.8,5.7,14.8,152.0
28.9,36.6,26.1,80,1.9,5.2,14.8,158.0
34,38.8,26.8,55,1.9,5.6,14.8,180.0
34.9,40.3,28.6,48,1.9,9.6,25.9,195.0
35.9,40.5,29.6,46,1.9,13.7,27.8,234.0
33.3,42.3,29.2,69,1.9,5.2,9.4,167.0
32.4,40.2,25.9,74,1.9,6.7,14.8,157.0
33.2,39,28.5,68,1.9,8.9,11.1,158.0
29.8,33.6,25.4,76,1.9,6.3,18.3,112.0
30.8,34.6,26.5,74,1.9,6.3,14.8,207.0
32.1,35.8,27.2,71,1.9,4.6,9.4,129.0
30.7,33.9,26.5,70,1.9,10,14.8,185.0
32.5,37.5,27.6,67,1.9,7.2,18.3,0.0
31.7,37.5,28.1,71,1.9,2.4,33.5,0.0
32.5,36.5,28.2,71,1.9,7.8,16.5,122.0
33.3,37.7,28.1,66,1.9,6.5,9.4,112.0
30.3,35.3,28.4,81,1.9,0.9,7.6,0.0
31.4,36.6,27,72,1.9,5.7,13,0.0
31,34,29,71,1.9,5.6,16.5,0.0
30.9,35,27.6,73,1.9,5.9,14.8,120.0
30.9,35.4,27,75,1.9,4.8,16.5,115.0
32,36.6,27,63,2.3,20.7,27.8,126.0
30.5,36.2,25.4,65,2.3,18.5,29.4,123.0
31.2,35.7,27.6,62,1.9,14.6,27.8,82.0
33,37,27,59,1.9,6.9,16.5,824.0
33.3,38.4,28,54,1.9,8.9,18.3,169.0
32.6,38.4,28,51,1.9,10.9,27.8,131.0
33.7,39.1,27.5,53,2.7,7.8,16.5,134.0
34.1,39.4,29,49,3.1,10,18.3,242.0
34.1,39.4,27.5,53,2.9,8,20.6,139.0
27.5,34.8,25,89,1.9,4.3,16.5,0.0
29.5,35.3,24.6,71,2.3,10.9,48.2,71.0
29.4,35.3,26.3,76,2.6,10.4,20.6,83.0
28.5,33.2,26,82,1.9,15,25.9,83.0
30.9,34.7,25.7,73,1.9,1.3,5.4,177.0
31.2,36,26.4,72,1.9,3.5,13,111.0
30.8,36,26.8,76,1.9,1.9,11.1,139.0
29.3,34.1,23.5,73,1.8,4.3,11.1,0.0
29,34.8,24.6,71,1.9,6.7,14.8,154.0
29.8,34.9,22.5,68,2.6,6.7,18.3,223.0
31,36.3,25.3,62,3.1,4.3,14.8,223.0
31,36.3,26,61,2.3,4.4,11.1,146.0
30.4,36.2,25.2,61,2.6,5.6,14.8,0.0
30,35.8,24.2,58,2.6,9.6,18.3,158.0
30.1,35.7,24,57,2.4,5.7,16.5,132.0
30.7,36.3,25.4,54,3.1,8.9,16.5,0.0
31,36.9,24.3,54,3.1,3.1,11.1,126.0
30.3,36.9,24.6,58,2.6,2.8,9.4,155.0
30.7,37,24.4,57,2.7,2,14.8,0.0
30.9,37.2,24.5,65,1.6,1.1,5.4,187.0
29.6,35.2,24.9,59,1.9,3,20.6,194.0
27.6,34.6,22.2,56,2.3,3.3,11.1,276.0
27.6,34.5,18.6,66,1.8,8.7,14.8,161.0
24.4,33.6,21.4,75,1.9,5.4,14.8,93.0
24.5,30.4,19.6,73,2.1,3.1,7.6,161.0
23.8,31.5,16.5,61,1.4,4.3,11.1,278.0
24.7,32.3,16.6,60,1.8,4.4,14.8,254.0
25.4,33.3,18,60,1.4,2,5.4,262.0
25.4,33.1,18.6,71,1,0.9,3.5,0.0
25.1,32.3,19.4,69,1.4,2,9.4,0.0
24.9,32.6,19.5,67,1.4,1.9,9.4,314.0
23.2,32.1,16,62,1,3.7,11.1,306.0
22.5,29.3,16.6,57,1.3,5.4,11.1,419.0
22.7,31.1,15.8,54,1.4,7.2,20.6,331.0
23.4,31.2,15,58,1.1,4.1,14.8,270.0
23.9,31.7,16.6,69,1,2.4,11.1,308.0
24,32.1,17.1,69,1.3,1.7,9.4,282.0
24.2,31.6,17.2,62,1.1,4.3,11.1,345.0
18.5,27.6,11.7,56,1.3,3.3,11.1,336.0
18.3,27.6,9,48,1.3,7.4,22.2,261.0
18.6,27.5,10.6,51,1.3,2.8,11.1,244.0
17.6,28.8,8.5,59,1.3,1.1,9.4,367.0
18.4,28.8,11.7,58,1.4,3.7,9.4,283.0
17.2,27.8,9.8,64,1,2,11.1,318.0
16.4,26.6,8,57,1.3,2.6,14.8,225.0
17.4,26.7,9,55,1.4,6.3,14.8,241.0
20.1,30,11.4,47,1.8,8.9,22.2,179.0
20.1,29,13.8,52,1.9,7.2,22.2,189.0
20.3,28.1,14,52,1.9,9.3,22.2,223.0
17.2,27.4,10.5,52,1.6,4.8,14.8,198.0
17.1,26.3,10.2,54,1.6,2.8,11.1,209.0
15.8,22.3,10.4,77,1,8.9,14.8,293.0
15,20.8,13.2,93,1.1,3.5,9.4,143.0
14.2,20,10.4,82,1.6,1.9,9.4,151.0
11.7,17.6,7.4,85,0.3,0.4,3.5,413.0
11.3,17.5,7.2,81,0.8,5.7,13,245.0
9.5,17.5,5.6,84,0.5,0.9,3.5,332.0
9.3,16,6,85,0.6,8.1,14.8,272.0
10.8,17,6.3,82,0.8,7.8,11.1,261.0
10.4,19.2,4.8,71,0.8,2.8,11.1,321.0
