T,TM,Tm,H,VV,V,VM,PM 2.5
27.1,36.8,17.3,38,3.2,4.6,14.8,181.0
26.9,36.2,20,51,2.9,9.1,14.8,167.0
27.8,34.8,20,52,2.7,6.1,11.1,150.0
27.6,36.2,20.8,53,2.6,4.8,11.1,158.0
29.4,38.2,21.4,49,2.6,2.6,5.4,166.0
27.9,36.6,19,57,2.7,5.9,9.4,120.0
29.4,35.6,23,51,2.3,9.1,18.3,128.0
25.2,36.3,20.2,67,2.9,6.7,22.2,162.0
25.8,34.4,18.2,38,2.3,3,14.8,0.0
28.1,36,18.2,36,3.1,4.6,14.8,150.0
30.1,38,20.5,39,2.7,3.1,11.1,190.0
31.1,39,23,32,2.6,5,22.2,185.0
32.7,39.4,24,26,1.9,12.4,33.5,194.0
29.2,39.5,24,31,2.6,9.1,14.8,239.0
31.7,41.4,20.8,26,2.6,5.6,18.3,192.0
33.2,41.6,25.5,31,1.9,4.8,13,230.0
32.4,42,26.4,48,3.1,7,9.4,201.0
31.7,40,26.5,52,2.7,10,14.8,137.0
28.8,37.6,20.2,59,1.6,13.7,31.3,132.0
29.6,34.2,25,52,1.9,10,14.8,124.0
31.2,38,24,40,1.9,11.7,37,191.0
29.1,39.6,24.6,43,1.8,7.4,22.2,148.0
28.3,35.2,22.4,57,1.9,3.3,11.1,147.0
29.9,42.2,24.4,56,1.8,12,31.3,169.0
30.2,35.6,24,53,2.6,6.7,9.4,137.0
32.2,37.4,26.4,54,2.7,5.2,16.5,154.0
33.1,41.2,26.4,40,1.9,4.4,14.8,177.0
33.2,41.4,27,33,2.6,3.1,14.8,176.0
34.1,41.2,25.5,26,2.7,5.9,16.5,175.0
34.5,43,23.8,25,2.7,6.5,22.2,164.0
34.5,44,24.5,27,1.9,4.4,18.3,181.0
36.1,45,26.3,24,2.7,8.7,25.9,190.0
35.9,42,29.4,46,2.7,7,14.8,155.0
34.6,42.1,28.4,50,2.6,12.8,33.5,165.0
32.3,42,26.6,53,2.7,12,18.3,135.0
34,39.2,27.7,56,2.6,9.6,14.8,0.0
35.8,40.8,29.2,53,1.9,6.5,11.1,153.0
35.2,41.4,32,55,1.9,11.3,18.3,157.0
30.3,40.5,25.6,75,1.4,11.5,33.5,141.0
37.8,41.7,34,41,1.6,19.4,33.5,208.0
36.8,41.2,33,41,1.6,16.9,25.9,182.0
36.7,40.5,33.4,43,1.9,17.4,27.8,172.0
34.2,39.4,26.5,49,2.6,5.9,16.5,124.0
35.2,40.2,29.8,55,2.6,1.9,5.4,139.0
36.2,41.9,30.9,50,1.9,3.5,11.1,142.0
36.6,42.2,32.6,42,2.1,11.3,31.7,142.0
32.4,42.7,30.7,59,1.9,5.4,11.1,126.0
30.3,37.5,26.2,76,1.9,10.2,18.3,123.0
32.6,36.2,29,68,1.9,11.9,22.2,105.0
31.2,37.4,24.4,66,2.9,12,24.1,96.0
32.1,37.8,23.6,70,2.3,6.3,13,117.0
33.7,37.8,28.2,59,1.9,3.1,14.8,145.0
35.2,39.4,28.5,55,3.1,3.3,7.6,153.0
33.4,40.1,30.8,71,1.9,9.4,14.8,158.0
29.3,37.8,26.2,85,1.9,3.7,9.4,91.0
30.3,34.2,25.4,82,1.9,3.7,11.1,94.0
31.8,35.2,27.6,77,1.9,5.6,11.1,99.0
32.8,37.3,28.8,73,2.6,5.2,11.1,123.0
29.2,37.8,26,87,1.9,1.9,5.4,98.0
29.2,33.4,27,89,1.9,2.8,7.6,142.0
29.5,36.7,28,84,1.9,3.9,9.4,95.0
26.9,32.2,25.8,95,1.9,6.5,11.1,87.0
26.7,28.7,25.2,95,1.9,3.1,13,96.0
30,34.5,27.2,76,1.9,8.3,14.8,140.0
31.5,35,26,71,2.7,5,14.8,137.0
32.1,35.6,28.2,67,2.3,13,22.2,165.0
31.5,35.8,28.2,68,2.3,11.7,22.2,157.0
28.2,31.8,26.4,89,1.9,2.6,7.6,134.0
30.4,33.4,26.5,83,1.9,4.6,9.4,117.0
32,35.4,27.6,73,2.3,4.6,14.8,109.0
30.4,33.2,27.6,78,1.9,1.7,7.6,97.0
30.8,34.4,27.4,80,2.3,4.3,9.4,130.0
31.1,35.3,28.4,73,2.6,5.6,14.8,119.0
30,33.6,25.9,83,1.9,4.3,9.4,161.0
31.7,36.4,26.2,73,1.9,4.6,9.4,97.0
30.3,34.4,27,73,2.6,11.3,24.1,82.0
31,34.2,27,73,3.2,7.8,24.1,94.0
29.6,34.9,26.5,83,2.6,2.6,9.4,98.0
30.9,35.1,28,76,2.3,4.8,11.1,131.0
27.1,34,23.5,93,1.8,4.8,16.5,128.0
26.7,29.4,25,92,1.9,4.6,11.1,115.0
26.7,29,25.6,95,1.6,0.4,3.5,128.0
28.3,34.6,24.6,86,2.1,1.7,9.4,123.0
28.7,34.1,25.5,83,2.6,9.3,22.2,122.0
28.6,33.6,25,80,3.1,8.1,11.1,94.0
30.3,33.6,26.5,67,2.6,13,18.3,99.0
29.5,34.4,22.2,70,3.4,7,14.8,103.0
30.6,34.6,25.5,60,4,8.1,13,118.0
30,35.4,24,66,2.7,2.8,7.6,163.0
28.3,35.7,23.8,75,2.6,9.1,14.8,118.0
25.8,34,22.2,91,1.9,10.9,18.3,80.0
28,33.2,22.6,75,2.7,2.4,7.6,162.0
29.3,35.4,23.2,63,2.6,2,11.1,164.0
28.9,35.5,23.4,65,2.3,2.6,11.1,157.0
28.2,34.8,22.2,66,2.7,2.6,9.4,166.0
28.7,35.2,22.5,63,2.6,0.4,3.5,160.0
28.8,35.6,22.5,59,2.6,0.4,3.5,140.0
26.4,34.6,20.2,63,2.3,1.9,7.6,173.0
27.5,34.8,20.1,63,1.9,2,9.4,203.0
27.8,35.3,22.4,66,1.9,3.7,9.4,193.0
24.2,31.8,17.3,58,2.6,5.4,14.8,172.0
25.7,32.5,17,58,2.6,3,9.4,197.0
27.1,34,17.8,54,2.3,2.8,9.4,201.0
26,33.8,17.4,52,2.4,2,7.6,237.0
24.8,32.9,17,54,2.6,3.3,13,213.0
24.5,32.5,15,58,2.4,2,7.6,229.0
24.2,32.4,15.8,59,2.1,0.6,5.4,243.0
24.2,31,15.6,62,1.9,2.4,9.4,268.0
24.1,31,16,63,1.6,2.2,10.7,277.0
24.1,31.1,16,65,1.6,5,14.4,279.0
24.6,32,16,63,1.6,4.1,7.6,263.0
25.2,31.6,18.5,63,1.9,9.4,14.8,241.0
20.3,28,12.5,44,3.1,8.3,18.3,288.0
18.6,27.8,10.5,58,1.4,1.1,3.5,492.0
21.9,30.2,14.2,74,1.3,4.1,9.4,310.0
22.2,29.4,17.6,77,2.3,5.4,14.8,198.0
22.2,28.5,16.2,67,2.4,4.8,9.4,171.0
19.3,27.9,10.4,59,2.9,2,9.4,185.0
19.8,27.2,10.5,64,2.1,0.7,5.4,269.0
20.8,28.2,10.7,65,1.9,0.9,5.4,251.0
19.6,26.4,10.8,60,2.6,5.4,14.8,230.0
19.6,28,9,56,2.4,2.4,11.1,245.0
18.9,28.1,8.6,58,1.9,3.5,9.4,280.0
17.5,25.1,8.8,67,1.9,4.8,22.2,278.0
16.5,24.2,7.6,70,1.8,2.8,11.1,296.0
17.4,25,8.2,66,1.8,1.1,7.6,346.0
16.4,21.6,11.2,77,2.6,3.9,7.6,180.0
15.7,21.4,8,74,1.9,5.9,14.8,189.0
15.3,22,8.2,78,1.9,5.6,13,200.0
14.8,22.3,5.2,67,2.1,4.6,11.1,239.0
12.3,22.4,4,74,1.3,1.1,3.5,302.0
11.3,22.3,4.7,82,1.1,3,3.5,353.0
12.3,19.4,6.2,80,1.3,6.7,25.9,408.0
11.1,20.6,3.6,76,1.3,3,9.4,302.0
11.6,21.4,3.4,76,1.1,2.4,5.4,334.0
12,22.9,3.8,73,0.8,4.8,25.9
