T,TM,Tm,H,VV,V,VM,PM 2.5
35.1,39.2,25.3,40,2.4,7.2,11.1,180.0
33.8,39.8,27.6,44,2.4,9.8,16.5,166.0
37.1,42,27.5,30,2.9,8.3,18.3,169.0
36.5,43,27,35,2.6,4.1,22.2,174.0
37.3,42.4,27.4,32,2.6,4.8,14.8,209.0
37.3,43.7,28.6,44,2.6,9.4,22.2,197.0
37.3,42.8,31.2,49,2.6,8.3,14.8,169.0
36.2,41.5,30.7,50,2.9,10.9,18.3,184.0
32.9,39,27.4,50,2.4,9.4,27.8,193.0
34.6,39,26,49,2.4,6.7,16.5,215.0
37.4,41,30.6,31,1.9,14.1,27.8,330.0
32.7,37.5,24.7,55,2.4,7.4,18.3,159.0
36,40,26.6,46,3.1,9.1,22.2,154.0
37.7,42,30.7,37,2.6,11.9,22.2,168.0
37.6,43,28.7,42,2.4,2.8,11.1,190.0
34.6,40.3,28.7,51,2.7,10.2,25.9,154.0
35.9,41,28.6,50,2.6,8.5,18.3,158.0
35.7,41.2,30,48,2.3,9.3,27.8,169.0
36,41,27.6,46,2.4,12.8,25.9,204.0
32.6,40.7,26,59,2.6,11.9,29.4,140.0
34.7,38,30.5,55,2.4,10.4,18.3,200.0
35.6,40,30,57,3.1,9.4,25.9,0.0
31.1,40.1,26,74,2.4,7.6,14.8,0.0
32.9,38.6,27,64,2.4,8.9,16.5,76.0
35.5,39.9,31.2,60,2.4,9.8,18.3,158.0
34.9,39.6,29.6,61,2.4,7.8,14.8,0.0
34.4,39.4,26,63,2.3,8,14.8,143.0
32.2,39.8,25.4,73,2.3,8.3,14.8,107.0
28.4,36.6,24.4,82,2.4,5.2,9.4,85.0
29.6,32,25.7,80,2.3,2,7.6,122.0
33.6,36.7,28.8,66,5.8,5.9,11.1,105.0
30.7,36.9,28.8,78,2.3,5.4,27.8,128.0
33.3,37,27.8,68,2.6,6.7,11.1,135.0
31.1,34.2,27.8,78,2.6,6.9,24.1,112.0
30.4,35.4,26.7,82,2.1,5.2,14.8,119.0
31,35.2,26,80,2.4,7.2,18.3,105.0
32.4,35.2,26.2,72,2.9,13.5,25.9,107.0
34.1,37,28.5,63,3.2,13,22.2,125.0
34.1,37.2,29,61,2.6,11.5,22.2,118.0
31.9,35,28.3,72,2.1,2.8,9.4,174.0
30.3,35,27.6,83,2.3,6.5,16.5,130.0
28.3,35.8,26.8,89,1.6,4.3,11.1,111.0
29.2,31,26,85,1.8,4.6,13,0.0
29.1,32.6,26.4,85,1.8,5.9,13,71.0
30.9,35,26,73,2.6,6.5,11.1,93.0
32.6,36,26.2,66,3.4,5.6,9.4,0.0
33.3,36,26.4,67,3.2,7.8,18.3,0.0
33.4,36.5,28.6,66,2.9,9.8,16.5,106.0
31.2,36.7,28,75,2.7,9.1,14.8,94.0
29.9,34,25.5,80,1.4,3.3,11.1,114.0
29,33.7,26,85,2.1,6.5,22.2,105.0
31.3,34.5,27,71,3.2,12.2,22.2,135.0
31.7,34,26.4,71,2.6,2,11.1,141.0
32.6,36,27.6,70,2.7,10.6,20.6,142.0
31.2,35.9,26.1,71,3.2,8.7,18.3,85.0
31,35,26.8,76,2.6,6.1,14.8,106.0
30.8,35.2,26.8,76,2.7,3.7,18.3,132.0
31.4,36,25.5,73,3.1,6.5,13,130.0
27.3,33.3,24,89,2.1,7.8,27.8,104.0
27.8,31,25.2,88,2.4,4.6,7.6,76.0
30.7,34,25.5,73,2.6,13.7,22.2,119.0
30.7,34,25,65,3.4,12,27.8,124.0
31.1,35,25,64,3.2,10.4,18.3,141.0
31.3,35,26,63,3.2,11.5,18.3,142.0
31.5,35.5,26.1,60,3.2,13.5,22.2,139.0
31.4,36,26.7,65,3.1,8.3,13,145.0
30.4,35.6,25.7,72,2.9,4.3,14.8,128.0
31.7,37.1,26,63,2.9,1.7,5.4,157.0
32.5,37.2,25.3,59,3.1,1.7,7.6,173.0
32.6,37.4,27,63,2.6,6.3,13,163.0
30.7,34.8,25.6,66,2.6,3.3,11.1,139.0
31.2,35,25.2,63,2.7,3,9.4,159.0
31.4,35.2,26,62,3.1,2,7.6,140.0
31.9,36,26.5,66,2.3,2.4,7.6,186.0
32.4,36.4,27.5,65,3.1,3.5,11.1,164.0
32.7,36.1,27.7,64,2.6,3.3,7.6,167.0
30.3,35,24.7,62,2.3,7.6,18.3,180.0
29.9,35,23,60,2.6,6.7,24.1,183.0
30,36,22.5,63,2.6,3,7.6,201.0
28.6,35,19.8,49,3.7,11.5,22.2,166.0
28.3,35.2,19,53,3.4,9.1,35.9,161.0
26.8,35.2,17.5,57,2.6,5.7,13,202.0
27.6,35,17.6,53,3.1,5.9,13,202.0
27.7,35,18.6,52,3.1,7.8,28.7,188.0
27.3,35,19,55,3.2,7.2,27.8,185.0
27.2,34.5,19.5,58,3.1,11.1,25.9,188.0
26.4,33,18.4,60,2.6,4.6,14.8,233.0
25.4,33.4,16.5,62,1.6,5,14.8,323.0
23.7,31.7,15.5,69,1,1.3,5.4,447.0
23.4,31.1,14.2,60,1.1,3,7.6,386.0
22.6,30.6,15.8,69,0.5,1.1,5.4,495.0
23.9,32,14.5,63,1,2,5.4,477.0
23.2,30.2,14,55,1.1,7.4,18.3,432.0
22.5,29.5,15.6,56,1.1,11.7,22.2,347.0
21.7,30,12.2,52,1.1,6.3,16.5,317.0
22.2,30.2,13.6,63,1.6,1.5,3.5,267.0
20.8,29.3,12.1,58,1.8,3.5,9.4,268.0
20.7,28.8,10.6,56,1.8,6.1,16.5,281.0
20.8,29,10.5,61,1.8,2.6,7.6,283.0
22,31,10.7,56,1.8,2.4,14.8,276.0
21.4,30.6,10.8,54,2.6,7.8,18.3,205.0
24.2,31,16.5,36,2.9,13.9,22.2,187.0
22.7,30.8,13.6,38,3.4,11.9,20.6,199.0
21.4,29.6,12.7,40,2.6,8,20.6,215.0
19.2,25.9,11.9,84,0.8,2.6,9.4,270.0
18.9,25.8,11.5,77,0.6,5,13,282.0
19.3,27,11.7,57,1.8,5.2,11.1,239.0
17.8,24.8,11.2,74,0.6,0.7,7.6,310.0
15.8,24.3,8.7,77,0.8,1.7,7.6,270.0
18.2,27,7.7,72,0.6,1.1,7.6,320.0
19,27.1,10.5,61,1.6,3.3,9.4,286.0
18,26.6,10.5,61,1.9,8,14.8,211.0
17.2,24.2,10,58,1.6,9.3,22.2,242.0
16.3,23,6.6,61,1,9.4,20.6,291.0
18.1,24,11.2,56,1.8,15.9,25.9,218.0
17.8,25,10.7,54,2.3,9.4,22.2,192.0
13.9,24.5,11.4,95,0.6,8.7,14.8,0.0
16.3,23,9.8,78,1.1,7.4,16.5,0.0
16.3,23.4,9,68,1.3,7.8,18.3,0.0
