T,TM,Tm,H,VV,V,VM,PM 2.5
22.7,30.5,18,76,3.1,6.7,18.3,89.0
22.2,28,17,67,2.9,5.6,18.3,157.0
22.2,28,16.8,65,2.6,6.1,16.5,175.0
22.4,28.9,18,63,2.9,4.1,11.1,185.0
22.2,29.4,16,52,2.7,6.5,11.1,202.0
22.8,30.6,17,59,2.6,8,16.5,196.0
22.8,30,18,66,2.4,2.8,11.1,171.0
21.1,28,16.4,63,1.4,4.3,11.1,202.0
21.5,28.2,16.1,54,1.3,4.3,11.1,259.0
21.6,28,15.7,52,1.4,4.4,13,259.0
20.1,27,14.2,50,1.6,2.8,11.1,184.0
19.7,27.6,13.4,47,1.9,2.8,9.4,198.0
19.1,26.8,13,53,1.6,2.8,9.4,221.0
19.7,26.3,13.2,62,1.4,2.6,11.1,296.0
20.2,25.4,15.4,50,1.6,2,9.4,296.0
18.4,26.1,13.4,63,1.4,4.1,14.8,267.0
19.5,28.5,12,62,1.8,2.6,7.6,351.0
18.9,27.2,13.9,67,1.8,1.7,7.6,0.0
18.4,26.5,13,74,1.8,4.8,14.8,0.0
17.9,22.3,14.3,72,1.6,3.1,9.4,301.0
16.1,22.3,14,93,1.1,7,13,355.0
17.4,22,13.9,85,1.3,4.4,11.1,268.0
17.3,24.4,12.6,72,2.3,8.3,16.5,190.0
16.4,24,11,69,2.4,6.5,14.8,189.0
16.7,22.9,10.9,72,2.4,4.8,11.1,225.0
15.1,21.8,9.4,67,2.3,2.4,13,277.0
15.4,21.8,10,76,1.6,3.3,11.1,320.0
15.3,22,11,69,1.8,3.7,16.5,280.0
11.6,17,5,62,1.9,9.8,18.3,216.0
12.3,19,5.8,58,2.1,4.3,11.1,284.0
13.8,21,7.2,56,1.8,4.1,16.5,368.0
16.5,23,10,73,1,2.2,11.1,451.0
15.7,23.4,12,91,1.1,7,13,430.0
15.7,20.7,12,75,1.6,3.3,9.4,249.0
11.5,19,7,73,1.6,4.4,11.1
