T,TM,Tm,H,VV,V,VM,PM 2.5
34.1,38,28.2,69,3.7,10.4,18.3,73.0
31.5,34,27.3,79,2.4,5.7,9.4,65.0
30.7,36.2,26.8,80,2.1,6.9,14.8,65.0
33,37,26.2,69,3.4,8.5,22.2,55.0
33.5,37,28.4,70,3.5,11.1,18.3,56.0
33.1,37.5,27.6,70,2.9,10.2,16.5,46.0
33.9,37.4,28.1,69,3.2,5,9.4,80.0
31.3,37.6,26.2,81,2.7,4.8,11.1,54.0
26.8,29,25,97,1.9,5.9,13,28.0
29.7,32,25.4,86,2.7,7.4,9.4,27.0
31.7,35,26.4,79,2.9,6.9,13,0.0
26.6,35,25,98,1.9,6.9,18.3,39.0
26.2,29,24.1,97,2.1,5.4,11.1,38.0
30.7,35,24.2,76,3.7,7.8,14.8,47.0
30,33,25.8,78,3.2,6.3,14.8,46.0
31.3,34,26.5,71,3.4,8.1,14.8,47.0
31.8,35,26.2,67,3.7,8.7,13,49.0
29.4,33,25.5,75,3.5,10.6,14.8,0.0
30.9,35,24.8,67,3.9,9.8,13,39.0
31.3,35,25.3,72,3.5,3.9,11.1,47.0
32,35,27.5,72,2.7,8.3,18.3,59.0
29.7,35.5,25.8,80,2.9,3.3,18.3,89.0
31.3,35.2,25.1,71,2.9,4.1,11.1,68.0
31.5,35.4,26.1,72,2.9,3.1,5.4,105.0
32.8,37.3,26.6,67,2.7,2.4,11.1,190.0
32.7,37,27.5,70,2.9,2,7.6,165.0
32.7,37.2,26,66,2.9,3.9,9.4,149.0
33.3,38,28,63,3.2,3.7,9.4,138.0
32.9,37.3,26.6,64,3.2,4.3,9.4,150.0
32.9,37,26.6,66,2.7,3.5,9.4,147.0
32.1,37.2,25.4,58,3.5,6.3,14.8,133.0
30.3,37.4,24.3,62,3.2,8.5,18.3,143.0
31.1,36,23.2,56,4,6.1,16.5,115.0
30.5,37,21.9,53,3.2,8.5,16.5,153.0
29.9,36.7,20.6,58,3.4,4.8,16.5,162.0
29.5,36.4,20.3,54,3.5,4.8,7.6,161.0
29.3,36.4,18.6,56,3.4,4.3,16.5,171.0
28.9,36,19.1,58,2.9,4.3,9.4,167.0
28.9,35.6,19.2,58,2.7,2,7.6,168.0
29.3,35.4,19.8,66,2.3,1.3,7.6,192.0
30,35.4,23.7,65,1.9,1.1,5.4,198.0
28.1,35,20.2,54,2.9,1.3,7.6,193.0
25.4,34.7,16,52,2.4,3.3,13,183.0
25.7,34,13.7,49,2.9,3,9.4,184.0
26.6,35,14.3,48,2.9,2.6,9.4,177.0
25.8,33.2,13.8,60,2.3,0.2,3.5,225.0
24.9,33.9,15,57,1.8,2.4,9.4,221.0
24.2,32.8,14.4,54,1.8,5,16.5,236.0
23.3,31.4,13,53,1.8,7.6,16.5,318.0
22.1,31,11.4,52,1.6,8.1,16.5,297.0
19.1,30.6,10.8,61,2.1,4.8,13,214.0
19.7,30.2,10,62,1.9,2.6,11.1,201.0
19.4,30.9,11.8,70,0.5,2.2,14.8,370.0
18.4,30,11.2,74,0.5,0.9,3.5,372.0
18.7,29.6,10,75,0.3,2,5.4,518.0
21.7,30,12.3,62,1.9,2.2,9.4,257.0
20.7,29.7,10.7,70,0.6,1.5,3.5,451.0
21.4,29,11.4,66,1,6.9,11.1,377.0
17.6,25.4,9.4,68,1.8,2.2,9.4,202.0
16.6,25.6,7.5,68,1.8,5,14.8,221.0
15.6,25.4,8.5,68,1.9,4.6,11.1,194.0
17.5,25.3,10.4,78,0.5,3.3,5.4,324.0
18.6,25,10.4,72,1.6,4.8,9.4,187.0
18.4,26.8,10.2,69,2.1,5.9,14.8,155.0
17.1,26.8,8.1,74,1,1.3,7.6,306.0
16.7,27.2,8.2,77,1.4,3.1,9.4,272.0
16.7,27,8.2,78,1,2.6,7.6,272.0
18.3,28.2,12,84,0.5,3.1,9.4,372.0
17.7,27.2,9.5,78,1,0.9,3.5,301.0
18.2,28.6,9.6,74,1.4,1.1,9.4,265.0
14.4,21.8,10,83,1.3,5,11.1,184.0
10.6,20.6,8,87,1.3,2.6,7.6,166.0
10.9,19.4,4.1,85,1.1,4.4,9.4,194.0
14.1,22,3.9,59,1.8,8.7,16.5,229.0
12.9,21.8,3.4,70,1.3,5.4,14.8,224.0
13.9,23.2,5.5,69,1,4.1,13,252.0
13,23.1,4.6,74,1.1,3.5,9.4,305.0
13.3,22.4,4.4,72,1.1,5.2,9.4,323.0
15,21.9,6,68,1,5.4,11.1,355.0
10.7,17,3.3,82,0.5,4.8,9.4
