T,TM,Tm,H,VV,V,VM,PM 2.5
18.1,24.1,13.3,60,2.7,12.2,20.6,142.0
21.3,28.3,14.2,70,1.6,4.1,9.4,203.0
21.6,27.3,15.8,71,2.6,7.8,20.6,131.0
17.7,27.3,16,92,1.9,11.5,18.3,63.0
21.1,28.3,14,69,2.4,5.4,13,155.0
22.5,30.2,14.5,68,2.6,9.1,22.2,167.0
24.9,31.7,15.8,65,2.6,5.9,13,173.0
26.8,35.1,18.5,68,2.3,2.6,11.1,214.0
28.6,36.5,20.3,59,1.8,9.3,55.4,207.0
27.7,35.6,20.4,54,2.7,7.4,24.1,143.0
25.1,30.8,19,70,2.1,3.7,11.1,127.0
26.4,32.5,20.3,64,1.9,2.4,9.4,174.0
28.7,34.7,21,53,1.9,9.4,18.3,143.0
24.4,34.7,19,76,3.1,7,14.8,111.0
23.9,31.4,19.2,69,1.9,9.8,13,125.0
25.2,32.2,18.2,56,2.6,6.7,16.5,161.0
25.8,32.5,18.6,58,2.7,9.1,24.1,139.0
24.9,32.2,19,74,2.3,7,13,133.0
26.4,32.5,20,68,2.6,3,11.1,141.0
27.6,34.3,20.8,65,3.1,5.9,14.8,142.0
32,40.6,21.6,45,2.7,4.3,9.4,222.0
32.8,40.6,26,45,1.9,7.2,11.1,193.0
31.8,39.6,25.4,35,1.9,11.1,27.8,179.0
30.4,39.1,22.2,51,1.9,13,22.2,175.0
28.8,37.1,22.8,59,1.9,15.7,25.9,131.0
30.2,37.1,23.5,59,1.9,17.6,33.5,148.0
31.2,39.4,24.2,52,2.7,5.4,14.8,138.0
30.2,37.6,23.6,47,2.6,4.4,11.1,144.0
30.9,38.9,21.7,44,2.7,3,11.1,206.0
35.7,42.7,27.6,21,1.9,14.4,27.8,178.0
34.1,42.7,27,29,1.9,12.2,27.8,179.0
35.1,42.7,25.7,35,2.3,8.3,18.3,176.0
28.3,38.7,23.8,65,2.4,7.8,14.8,160.0
29.9,35.9,22,56,2.6,4.4,11.1,165.0
28.7,35.8,24.2,58,1.9,7,18.3,181.0
31.4,41.5,24.9,50,1.8,14.8,50,162.0
33.2,41.5,22.4,38,2.4,14.6,22.2,156.0
35.8,42.6,27,30,2.6,11.3,24.1,163.0
37.8,45.5,28,29,2.6,10.9,22.2,178.0
35.3,45.5,24.4,33,2.3,17,55.4,182.0
33.8,45,24.8,26,2.6,6.7,18.3,160.0
35.3,40.6,28.9,30,1.9,15.2,27.8,186.0
30.1,40.6,23.5,47,1.9,14.3,29.4,131.0
31.6,39.9,22.2,46,1.9,8.5,20.6,89.0
28.7,34.1,23.6,59,1.9,6.7,11.1,173.0
35.1,42.5,26,42,2.6,7.2,16.5,199.0
36.3,42.9,27.7,38,2.6,6.3,22.2,132.0
37.6,42.4,30,32,1.9,18.7,27.8,0.0
31.9,41.6,28,52,2.3,9.4,14.8,147.0
27,39.7,20.5,82,1.9,3.9,13,147.0
30.8,34.9,25.5,66,1.9,3.1,9.4,170.0
35.9,41.6,29,54,1.9,8.5,18.3,182.0
33,42.3,27.2,56,1.9,13,25.9,155.0
30.4,34.4,25.3,70,1.9,5.6,20.6,82.0
26.5,36.8,22.4,86,1.8,6.3,11.1,132.0
31.5,36.8,24,62,1.8,11.7,22.2,143.0
32.7,38,27,56,1.9,14.1,29.4,154.0
31.9,37.8,25,61,1.9,4.3,9.4,132.0
33.8,38.9,27,54,1.9,7,13,135.0
33.4,39.8,27.6,54,1.9,13,25.9,151.0
28.3,33.6,23.3,87,1.9,1.7,7.6,137.0
31.2,35.8,24.8,77,1.9,2.8,11.1,151.0
29.7,35.8,25.2,82,1.9,2.6,9.4,138.0
29.9,33.7,23.3,78,2.6,4.8,11.1,107.0
31.1,35.6,26.4,73,1.9,10.9,18.3,123.0
33.4,37,27,61,1.9,17.2,29.4,148.0
30.1,34.7,26,76,1.9,0.7,5.4,167.0
29.1,34.7,24.4,82,1.9,4.8,11.1,129.0
31.5,35.7,25.7,74,1.9,8.1,13,117.0
31.3,36.5,27.3,73,2.7,8.7,14.8,122.0
30,36.6,27,76,2.6,16.9,25.9,87.0
29.7,34.7,24.6,74,2.7,11.3,18.3,70.0
28.9,31.6,25,77,1.9,4.1,14.8,104.0
28.4,32.6,25.4,77,1.9,0.9,7.6,109.0
29.8,33.9,25,75,1.9,2.6,7.6,120.0
31.6,35.5,25.4,63,1.9,5.4,11.1,123.0
29.4,34.4,26.4,86,1.8,2.2,14.8,139.0
28.8,34.4,25.3,88,1.6,1.7,7.6,158.0
27.5,30.8,25,92,1.3,3,7.6,135.0
31.9,35.8,28,75,1.9,0.4,3.5,153.0
30.9,35.8,28.6,78,1.9,3.3,14.8,146.0
31.6,35.6,25.8,67,2.9,13,22.2,80.0
30.9,35.5,27.7,66,1.9,14.6,27.8,77.0
29.5,34.5,27.6,77,1.9,8.5,18.3,117.0
32,35.6,27,64,3.4,10,20.6,152.0
31.9,36.2,28,68,2.6,4.8,14.8,134.0
32.4,36.9,28.1,68,2.7,5.4,11.1,141.0
32.2,36.8,28.4,61,2.6,14.6,24.1,139.0
32.1,36.6,28,56,1.9,15.4,25.9,158.0
31.9,36.6,27.5,54,1.9,12.8,24.1,180.0
31.4,36.5,27.6,56,1.9,11.7,25.9,176.0
31.5,36.9,26.6,53,1.9,9.4,22.2,109.0
31.9,36.9,26.8,54,2.7,11.9,35.2,143.0
31,36.7,26.4,54,2.6,10.2,31.7,134.0
32.2,37.9,27.3,61,1.9,1.3,3.5,0.0
31.8,37.9,26.8,59,1.9,2.6,9.4,182.0
32.9,38,27.5,62,1.9,0.4,3.5,167.0
30.4,35.9,26,78,1.6,2,7.6,158.0
29.1,34.8,27.2,76,1.9,4.6,11.1,76.0
30.2,36.5,26.2,70,1.9,5.7,14.8,114.0
28.4,33.9,23.5,55,2.6,8.5,20.6,141.0
29.4,35.1,23.7,60,2.3,6.3,14.8,158.0
28.6,35.2,25,64,2.3,3,9.4,0.0
28.1,35.3,21.5,56,2.6,5.6,13,149.0
28.6,35.6,22.7,72,1.9,6.5,18.3,200.0
28.5,35.4,23.2,70,1.9,4.4,14.8,178.0
28.6,36,21.8,65,1.9,6.1,24.1,176.0
29.6,35.5,25,69,1.9,3.7,9.4,182.0
28.2,34.9,22.9,70,1.9,3.9,9.4,163.0
27.6,34.9,21.5,71,1.8,0.4,3.5,174.0
28.2,36.1,21.9,70,1.9,3.5,9.4,174.0
27.7,36.2,22.9,69,1.9,3,9.4,197.0
26.6,36.2,21,68,1.6,2,7.6,257.0
26.4,34.4,18.3,53,2.1,5.4,14.8,205.0
25.4,34.4,20.3,59,1.9,5.6,16.5,182.0
24.7,33.3,18.5,61,2.3,3.5,7.6,182.0
22.3,29.8,15.6,73,1.6,1.1,5.4,334.0
22.9,31.4,16.2,73,1.4,0.9,3.5,336.0
23.4,31.8,17.3,75,1.6,0.4,3.5,252.0
23.9,31.8,18.6,73,1.8,0.4,1.9,294.0
21.9,30.2,16.1,79,0.5,1.1,7.6,366.0
21.9,29,17.1,75,1.1,1.9,5.4,278.0
22.1,29.8,16.1,77,1.3,0.7,3.5,276.0
22.3,29.3,16.1,64,0.8,5.4,18.3,366.0
22.4,29.8,16.5,65,1.1,3.5,13,292.0
18.5,27.7,11.5,68,1.3,0.9,7.6,328.0
18.6,27.7,11.4,69,1.1,0.4,3.5,324.0
18.8,28.5,11.5,69,0.8,1.3,3.5,302.0
19.3,28,13,61,1.9,5.7,18.3,230.0
20,29.1,11.9,64,1.4,0.9,7.6,267.0
18.4,29.1,13.5,71,1.3,2.6,7.6,248.0
19.3,28,13.8,81,0.6,1.7,7.6,252.0
17.9,26.2,13.5,75,0.8,2,11.1,260.0
17.6,24.6,11.2,75,0.8,7,18.3,265.0
17.8,26.2,11,79,0.6,2,7.6,310.0
20.2,27,12,68,1,1.3,5.4,300.0
19.2,26.9,11.6,78,1,4.8,14.8,297.0
14.8,21,6.8,63,2.4,5.4,13,282.0
14.6,21.3,6,59,2.6,8.1,14.8,0.0
15.2,22.2,7,60,2.4,7,14.8,230.0
14.4,21.1,6.8,65,1.6,5.6,13,343.0
12.6,21,0,68,1.4,2.6,9.4,364.0
13.7,21,5.6,71,1.3,1.5,7.6,300.0
13.3,19.3,5.5,62,1.9,7.8,14.8,230.0
14.4,21.5,5.5,60,1.8,8.9,18.3,283.0
16.3,22.5,7.6,64,1.4,8.1,14.8,311.0
