T,TM,Tm,H,VV,V,VM,PM 2.5
30.8,39.2,21,30,3.1,11.5,24.1,174.0
31.4,41.2,22,32,3.7,6.3,20.6,162.0
33.4,43,25.1,30,2.6,7.8,18.3,190.0
27.3,37,20,36,2.9,11.9,22.2,196.0
29,38,19.5,26,3.4,6.7,13,145.0
31.3,38.4,20.6,22,2.7,9.6,18.3,206.0
30.4,39,21,22,3.1,13.7,29.4,174.0
32.7,41,22,20,3.4,9.6,20.6,192.0
33.9,42.2,22.4,19,2.9,9.1,22.2,207.0
33.3,41,23,20,3.5,12,24.1,182.0
33.2,41,24.2,23,2.9,9.1,20.6,214.0
30.9,38.3,22,18,3.2,8.5,22.2,173.0
32.5,42.2,23,18,2.4,5.4,22.2,267.0
33.3,43,23,16,2.6,8.3,22.2,302.0
33.6,42,23,15,2.4,9.1,22.2,253.0
34.6,44.2,24,13,2.7,7,18.3,283.0
37.7,46.2,26.8,12,2.9,9.6,22.2,237.0
34.7,46.2,29,20,2.9,10.4,14.8,253.0
33.7,40.7,24.8,29,3.2,8.5,14.8,163.0
33.7,40.9,26.4,33,3.2,12.6,20.6,180.0
32.8,40.2,28.4,38,3.4,14.8,24.1,166.0
36,44.5,27.8,28,3.5,9.8,37,169.0
36.8,44,28,26,3.4,6.5,13,174.0
37.8,44.4,28.5,20,3.4,5.9,14.8,209.0
36.6,46.4,29.8,34,3.7,13.9,24.1,197.0
36.6,43.5,30.8,43,3.9,13,22.2,169.0
36.1,44.2,29,46,3.1,15,20.6,184.0
30.9,39.2,26.7,49,2.9,9.3,18.3,193.0
35.4,41,26.5,39,2.4,6.5,20.6,215.0
37,42.2,30.5,28,2.3,13.5,24.1,330.0
31.9,39,24.6,49,3.1,9.8,22.2,159.0
34.4,40.8,25.6,40,3.1,9.8,20.6,154.0
37.3,43.8,29.8,28,2.9,10.4,22.2,168.0
38.6,46,29,27,3.2,8,22.2,190.0
33.4,39.2,28.4,45,3.4,13.7,27.8,154.0
36.2,42.2,29.6,36,3.2,13.1,20.6,158.0
34.6,43.2,28.4,35,3.2,12,22.2,169.0
33.7,41.8,25,46,2.9,13.7,37,204.0
31.7,36.1,25,61,3.2,11.9,27.8,140.0
34.4,40,29.4,50,2.7,13.1,20.6,200.0
34.9,41.2,29.8,54,3.7,15,24.1,0.0
30.3,41.2,27,72,3.2,12.6,22.2,0.0
31.5,39,27,66,3.9,12.6,18.3,76.0
34.1,40.8,30.8,59,3.1,12.4,27.8,158.0
34.1,39.4,29.1,59,3.2,12,18.3,0.0
33.2,40.2,25.2,62,2.9,13.9,22.2,143.0
31.8,38,25,70,3.2,11.9,18.3,107.0
28.6,37.6,24.7,75,3.2,8.9,18.3,85.0
28.9,32.5,26,79,2.7,7.2,16.5,122.0
33.2,37.8,28.8,66,3.5,10.6,16.5,105.0
30.6,36.8,28,74,3.4,7,14.8,128.0
32.2,37.6,28,69,3.5,7.8,18.3,135.0
30.7,36.2,26.3,79,2.9,7.8,16.5,112.0
29.6,37,26.4,82,2.6,7.4,22.2,119.0
30.2,33.4,25.7,82,3.4,9.3,16.5,105.0
31.4,36,26,77,3.7,10.7,16.5,107.0
32.7,38.3,28.6,66,4,10.7,24.1,125.0
33.7,38.3,28.2,60,3.7,10.6,20.6,118.0
31.9,36.2,27.6,71,2.7,7,14.8,174.0
29.6,36.2,27,78,2.4,11.7,18.3,130.0
27.9,32.5,26.6,88,1.9,9.4,27.8,111.0
28.6,32,25.9,86,2.4,6.9,13,0.0
28.4,32,26.4,85,2.6,9.8,22.2,71.0
29.3,35.2,25.8,80,2.9,8.3,22.2,93.0
32,35.2,25.6,65,4,10.4,18.3,0.0
32.2,36.8,26.3,67,3.7,11.1,18.3,0.0
31.9,36.5,28.2,69,4.2,11.9,18.3,106.0
30.1,36.2,27.8,79,3.2,11.5,18.3,94.0
29.4,33.9,25.2,82,2.6,5.4,18.3,114.0
28.9,32.2,25,84,2.4,7.6,18.3,105.0
30.6,35,27,76,3.9,13.5,20.6,135.0
31.5,34.8,26.6,70,3.4,6.5,14.8,141.0
30.9,35.4,27,72,3.9,12.8,18.3,142.0
29.6,36,25.8,72,4,11.3,18.3,85.0
29.8,34.4,26.3,82,3.7,5.7,16.5,106.0
30.3,37.4,26.4,77,3.2,8.1,27.8,132.0
30.9,36.2,25.6,72,4,8.3,14.8,130.0
26.9,33.2,24,87,2.6,9.3,14.8,104.0
27.7,31,25.2,88,2.6,3.9,11.1,76.0
29.3,33.7,25.1,78,3.2,12.8,40.7,119.0
29.6,34,24.6,74,3.9,10.9,20.6,124.0
29.8,35,24.5,68,4.5,11.5,18.3,141.0
30.6,35.5,25,61,5,11.1,18.3,142.0
30.4,35.8,25.2,64,5,10.9,16.5,139.0
30.3,37.4,26,65,4.7,9.3,13,145.0
30.2,35,24.5,69,3.9,4.8,13,128.0
31.5,37,26.4,61,3.5,5.6,14.8,158.0
31.5,37.4,26.2,59,3.5,4.6,11.1,157.0
32.3,38,25.4,54,2.9,6.1,11.1,173.0
31.1,37.8,26.8,64,2.9,9.8,18.3,163.0
30.4,35.4,25.4,65,3.1,4.8,9.4,139.0
30.5,36,25.6,66,3.1,6.7,11.1,159.0
31.1,37.2,25.6,62,3.4,6.1,11.1,140.0
31.8,37.2,26.5,64,2.9,5.6,11.1,186.0
31.9,37.2,27.3,66,3.7,5.7,14.8,164.0
32.5,37.6,27.6,63,2.7,6.7,14.8,167.0
30,35.6,24,64,2.6,6.3,16.5,180.0
30.2,36.2,24,58,2.9,6.7,20.6,183.0
30.2,36,23.6,59,2.7,4.6,11.1,201.0
27.9,36,20.8,41,3.5,8.9,22.2,166.0
28.2,36,20.4,41,3.9,7.8,16.5,161.0
26.8,35.8,18.8,44,2.7,5.7,14.8,202.0
27.3,35.8,18,38,2.9,4.4,14.8,202.0
26.7,35.6,19,38,3.2,5.4,18.3,188.0
27.4,35.6,19.6,39,3.7,7,18.3,185.0
25.7,33.2,19,47,3.2,8,20.6,188.0
26.3,34.7,19,46,2.4,5.6,16.5,233.0
24.8,33.2,18,48,1.6,5.6,18.3,323.0
23.2,33.1,16.9,58,1.1,2.4,9.4,447.0
23.1,30.4,16,55,0.8,3,9.4,386.0
21.4,29,17,71,0.3,1.9,7.6,495.0
23.3,30.5,16.1,60,0.6,1.7,9.4,477.0
21.6,29,15.2,56,0.5,9.1,14.8,432.0
21.1,29,14,51,0.8,8.7,22.2,347.0
20.6,30,13,47,0.6,5.4,14.8,317.0
22.6,29.8,16,49,1.6,3.5,11.1,267.0
20.2,29.8,13.9,49,1.1,4.3,13,268.0
19.1,27.5,12,50,1.1,5.9,14.8,281.0
21,29.8,12.6,47,1.1,4.4,11.1,283.0
21.3,30.8,13,48,1.1,1.7,9.4,276.0
21,30.2,12.4,46,2.1,6.5,22.2,205.0
21.3,30.2,14,41,2.7,12,20.6,187.0
20.2,30.4,13,41,2.6,12,18.3,199.0
20.1,28.4,12,39,2.3,5.6,16.5,215.0
19.1,26.6,13,81,0.6,3.1,11.1,270.0
16.5,25.8,12,87,0.5,3.9,11.1,282.0
17.3,26.2,10,59,1.6,3.1,11.1,239.0
16,24,11,83,0.3,3.3,9.4,310.0
16.3,25.6,10,76,0.8,3.1,7.6,270.0
17.9,27.2,9.5,66,1.1,4.3,9.4,320.0
17.9,26.3,12,61,1.3,3.7,11.1,286.0
16.1,23.3,11,70,1.3,8.1,13,211.0
15.8,24.4,10,59,2.1,5.7,16.5,242.0
14.4,22.8,7.6,71,1.1,9.4,16.5,291.0
15.5,24,8.4,67,1.3,13.3,22.2,218.0
16.2,25,9,56,1.8,10,20.6,192.0
13.7,25.2,10,92,0.5,10.4,14.8,0.0
14.4,23,8,76,0.8,9.4,16.5,0.0
14.3,23,7,67,0.8,4.3,16.5,0.0
