date,pm25
2018-01-01,351
2018-01-02,386
2018-01-03,289
2018-01-04,244
2018-01-05,282
2018-01-06,277
2018-01-07,248
2018-01-08,233
2018-01-09,266
2018-01-10,233
2018-01-11,223
2018-01-12,243
2018-01-13,272
2018-01-14,244
2018-01-15,257
2018-01-16,230
2018-01-17,300
2018-01-18,331
2018-01-19,311
2018-01-20,262
2018-01-21,248
2018-01-22,296
2018-01-23,225
2018-01-24,194
2018-01-25,180
2018-01-26,210
2018-01-27,242
2018-01-28,266
2018-01-29,245
2018-01-30,196
2018-01-31,193
2018-02-01,209
2018-02-02,213
2018-02-03,183
2018-02-04,200
2018-02-05,226
2018-02-06,220
2018-02-07,198
2018-02-08,262
2018-02-09,302
2018-02-10,294
2018-02-11,255
2018-02-12,154
2018-02-13,175
2018-02-14,156
2018-02-15,173
2018-02-16,209
2018-02-17,196
2018-02-18,207
2018-02-19,217
2018-02-20,258
2018-02-21,243
2018-02-22,230
2018-02-23,225
2018-02-24,240
2018-02-25,180
2018-02-26,157
2018-02-27,164
2018-02-28,212
2018-03-01,193
2018-03-02,201
2018-03-03,176
2018-03-04,154
2018-03-05,153
2018-03-06,148
2018-03-07,167
2018-03-08,191
2018-03-09,197
2018-03-10,153
2018-03-11,168
2018-03-12,194
2018-03-13,191
2018-03-14,175
2018-03-15,176
2018-03-16,169
2018-03-17,190
2018-03-18,118
2018-03-19,158
2018-03-20,172
2018-03-21,198
2018-03-22,156
2018-03-23,149
2018-03-24,155
2018-03-25,159
2018-03-26,176
2018-03-27,181
2018-03-28,164
2018-03-29,163
2018-03-30,181
2018-03-31,167
2018-04-01,150
2018-04-02,158
2018-04-03,166
2018-04-04,180
2018-04-05,222
2018-04-06,183
2018-04-07,120
2018-04-08,128
2018-04-09,162
2018-04-10,168
2018-04-11,154
2018-04-12,0
2018-04-13,0
2018-04-14,150
2018-04-15,190
2018-04-16,180
2018-04-17,150
2018-04-18,166
2018-04-19,185
2018-04-20,194
2018-04-21,239
2018-04-22,155
2018-04-23,172
2018-04-24,204
2018-04-25,192
2018-04-26,230
2018-04-27,201
2018-04-28,174
2018-04-29,176
2018-04-30,155
2018-05-01,137
2018-05-02,132
2018-05-03,124
2018-05-04,142
2018-05-05,158
2018-05-06,180
2018-05-07,191
2018-05-08,148
2018-05-09,147
2018-05-10,184
2018-05-11,213
2018-05-12,227
2018-05-13,169
2018-05-14,137
2018-05-15,154
2018-05-16,165
2018-05-17,184
2018-05-18,171
2018-05-19,177
2018-05-20,176
2018-05-21,175
2018-05-22,183
2018-05-23,220
2018-05-24,192
2018-05-25,164
2018-05-26,181
2018-05-27,190
2018-05-28,199
2018-05-29,190
2018-05-30,163
2018-05-31,155
2018-06-01,165
2018-06-02,135
2018-06-03,0
2018-06-04,250
2018-06-05,152
2018-06-06,160
2018-06-07,153
2018-06-08,157
2018-06-09,141
2018-06-10,143
2018-06-11,146
2018-06-12,184
2018-06-13,208
2018-06-14,182
2018-06-15,172
2018-06-16,165
2018-06-17,156
2018-06-18,139
2018-06-19,124
2018-06-20,139
2018-06-21,142
2018-06-22,149
2018-06-23,147
2018-06-24,137
2018-06-25,142
2018-06-26,126
2018-06-27,123
2018-06-28,88
2018-06-29,107
2018-06-30,114
2018-07-01,105
2018-07-02,96
2018-07-03,117
2018-07-04,119
2018-07-05,131
2018-07-06,134
2018-07-07,145
2018-07-08,153
2018-07-09,158
2018-07-10,126
2018-07-11,116
2018-07-12,122
2018-07-13,91
2018-07-14,94
2018-07-15,99
2018-07-16,124
2018-07-17,94
2018-07-18,105
2018-07-19,123
2018-07-20,98
2018-07-21,142
2018-07-22,78
2018-07-23,103
2018-07-24,106
2018-07-25,95
2018-07-26,87
2018-07-27,96
2018-07-28,110
2018-07-29,144
2018-07-30,122
2018-07-31,140
2018-08-01,137
2018-08-02,165
2018-08-03,157
2018-08-04,158
2018-08-05,153
2018-08-06,148
2018-08-07,134
2018-08-08,117
2018-08-09,109
2018-08-10,131
2018-08-11,107
2018-08-12,88
2018-08-13,97
2018-08-14,130
2018-08-15,119
2018-08-16,110
2018-08-17,106
2018-08-18,102
2018-08-19,129
2018-08-20,161
2018-08-21,97
2018-08-22,95
2018-08-23,94
2018-08-24,89
2018-08-25,82
2018-08-26,94
2018-08-27,98
2018-08-28,113
2018-08-29,103
2018-08-30,131
2018-08-31,131
2018-09-01,128
2018-09-02,115
2018-09-03,128
2018-09-04,144
2018-09-05,117
2018-09-06,120
2018-09-07,123
2018-09-08,122
2018-09-09,94
2018-09-10,105
2018-09-11,95
2018-09-12,93
2018-09-13,99
2018-09-14,103
2018-09-15,118
2018-09-16,121
2018-09-17,143
2018-09-18,144
2018-09-19,149
2018-09-20,163
2018-09-21,118
2018-09-22,80
2018-09-23,100
2018-09-24,74
2018-09-25,87
2018-09-26,116
2018-09-27,162
2018-09-28,164
2018-09-29,157
2018-09-30,150
2018-10-01,166
2018-10-02,160
2018-10-03,140
2018-10-04,172
2018-10-05,193
2018-10-06,170
2018-10-07,173
2018-10-08,203
2018-10-09,193
2018-10-10,172
2018-10-11,142
2018-10-12,160
2018-10-13,195
2018-10-14,172
2018-10-15,197
2018-10-16,201
2018-10-17,206
2018-10-18,195
2018-10-19,201
2018-10-20,237
2018-10-21,213
2018-10-22,189
2018-10-23,202
2018-10-24,238
2018-10-25,229
2018-10-26,243
2018-10-27,268
2018-10-28,287
2018-10-29,328
2018-10-30,337
2018-10-31,277
2018-11-01,279
2018-11-02,263
2018-11-03,241
2018-11-04,230
2018-11-05,393
2018-11-06,247
2018-11-07,288
2018-11-08,492
2018-11-09,352
2018-11-10,360
2018-11-11,290
2018-11-12,329
2018-11-13,310
2018-11-14,198
2018-11-15,171
2018-11-16,217
2018-11-17,203
2018-11-18,211
2018-11-19,225
2018-11-20,261
2018-11-21,291
2018-11-22,192
2018-11-23,232
2018-11-24,176
2018-11-25,185
2018-11-26,269
2018-11-27,251
2018-11-28,247
2018-11-29,237
2018-11-30,246
2018-12-01,230
2018-12-02,245
2018-12-03,280
2018-12-04,272
2018-12-05,261
2018-12-06,280
2018-12-07,278
2018-12-08,296
2018-12-09,346
2018-12-10,269
2018-12-11,346
2018-12-12,269
2018-12-13,180
2018-12-14,189
2018-12-15,200
2018-12-16,189
2018-12-17,271
2018-12-18,259
2018-12-19,239
2018-12-20,302
2018-12-21,353
2018-12-22,386
2018-12-23,449
2018-12-24,436
2018-12-25,408
2018-12-26,302
2018-12-27,334
2018-12-28,308
2018-12-29,291
2018-12-30,364
2018-12-31,0
