date,pm25
2015-06-25,132
2015-06-26,143
2015-06-27,154
2015-06-28,159
2015-06-29,117
2015-06-30,150
2015-07-01,132
2015-07-02,135
2015-07-03,151
2015-07-04,175
2015-07-05,0
2015-07-06,88
2015-07-07,137
2015-07-08,151
2015-07-09,138
2015-07-10,89
2015-07-11,90
2015-07-12,78
2015-07-13,107
2015-07-14,123
2015-07-15,148
2015-07-16,168
2015-07-17,156
2015-07-18,152
2015-07-19,167
2015-07-20,129
2015-07-21,117
2015-07-22,112
2015-07-23,107
2015-07-24,133
2015-07-25,122
2015-07-26,87
2015-07-27,70
2015-07-28,62
2015-07-29,75
2015-07-30,65
2015-07-31,104
2015-08-01,109
2015-08-02,120
2015-08-03,123
2015-08-04,117
2015-08-05,144
2015-08-06,143
2015-08-07,139
2015-08-08,158
2015-08-09,135
2015-08-10,172
2015-08-11,153
2015-08-12,140
2015-08-13,153
2015-08-14,146
2015-08-15,118
2015-08-16,123
2015-08-17,152
2015-08-18,125
2015-08-19,80
2015-08-20,77
2015-08-21,117
2015-08-22,133
2015-08-23,126
2015-08-24,117
2015-08-25,152
2015-08-26,134
2015-08-27,141
2015-08-28,164
2015-08-29,0
2015-08-30,0
2015-08-31,139
2015-09-01,158
2015-09-02,180
2015-09-03,176
2015-09-04,156
2015-09-05,156
2015-09-06,0
2015-09-07,109
2015-09-08,143
2015-09-09,134
2015-09-10,109
2015-09-11,133
2015-09-12,0
2015-09-13,0
2015-09-14,182
2015-09-15,167
2015-09-16,167
2015-09-17,184
2015-09-18,109
2015-09-19,158
2015-09-20,76
2015-09-21,114
2015-09-22,91
2015-09-23,89
2015-09-24,141
2015-09-25,141
2015-09-26,158
2015-09-27,0
2015-09-28,151
2015-09-29,132
2015-09-30,118
2015-10-01,149
2015-10-02,172
2015-10-03,215
2015-10-04,226
2015-10-05,197
2015-10-06,191
2015-10-07,200
2015-10-08,178
2015-10-09,176
2015-10-10,205
2015-10-11,167
2015-10-12,140
2015-10-13,182
2015-10-14,163
2015-10-15,174
2015-10-16,183
2015-10-17,0
2015-10-18,0
2015-10-19,174
2015-10-20,197
2015-10-21,257
2015-10-22,0
2015-10-23,210
2015-10-24,235
2015-10-25,205
2015-10-26,182
2015-10-27,182
2015-10-28,168
2015-10-29,158
2015-10-30,179
2015-10-31,334
2015-11-01,336
2015-11-02,252
2015-11-03,294
2015-11-04,314
2015-11-05,204
2015-11-06,231
2015-11-07,366
2015-11-08,278
2015-11-09,276
2015-11-10,350
2015-11-11,368
2015-11-12,348
2015-11-13,366
2015-11-14,292
2015-11-15,281
2015-11-16,261
2015-11-17,0
2015-11-18,318
2015-11-19,328
2015-11-20,324
2015-11-21,302
2015-11-22,330
2015-11-23,337
2015-11-24,356
2015-11-25,230
2015-11-26,267
2015-11-27,248
2015-11-28,267
2015-11-29,336
2015-11-30,356
2015-12-01,252
2015-12-02,260
2015-12-03,265
2015-12-04,290
2015-12-05,256
2015-12-06,345
2015-12-07,310
2015-12-08,300
2015-12-09,297
2015-12-10,290
2015-12-11,293
2015-12-12,272
2015-12-13,282
2015-12-14,0
2015-12-15,230
2015-12-16,268
2015-12-17,380
2015-12-18,340
2015-12-19,343
2015-12-20,364
2015-12-21,300
2015-12-22,439
2015-12-23,465
2015-12-24,270
2015-12-25,230
2015-12-26,283
2015-12-27,311
2015-12-28,230
2015-12-29,242
2015-12-30,326
2015-12-31,0
