date,pm25
2021-06-24,132
2021-06-25,126
2021-06-26,121
2021-06-27,158
2021-06-28,155
2021-06-29,152
2021-06-30,141
2021-07-01,153
2021-07-02,147
2021-07-03,118
2021-07-04,129
2021-07-05,130
2021-07-06,142
2021-07-07,136
2021-07-08,142
2021-07-09,117
2021-07-10,104
2021-07-11,120
2021-07-12,102
2021-07-13,61
2021-07-14,77
2021-07-15,115
2021-07-16,124
2021-07-17,116
2021-07-18,88
2021-07-19,55
2021-07-20,79
2021-07-21,103
2021-07-22,68
2021-07-23,81
2021-07-24,108
2021-07-25,100
2021-07-26,107
2021-07-27,81
2021-07-28,49
2021-07-29,61
2021-07-30,77
2021-07-31,80
2021-08-01,71
2021-08-02,99
2021-08-03,89
2021-08-04,76
2021-08-05,113
2021-08-06,126
2021-08-07,106
2021-08-08,99
2021-08-09,119
2021-08-10,130
2021-08-11,112
2021-08-12,114
2021-08-13,117
2021-08-14,101
2021-08-15,113
2021-08-16,129
2021-08-17,130
2021-08-18,140
2021-08-19,161
2021-08-20,91
2021-08-21,81
2021-08-22,81
2021-08-23,84
2021-08-24,94
2021-08-25,104
2021-08-26,106
2021-08-27,128
2021-08-28,130
2021-08-29,127
2021-08-30,76
2021-08-31,50
2021-09-01,55
2021-09-02,68
2021-09-03,78
2021-09-04,79
2021-09-05,103
2021-09-06,137
2021-09-07,87
2021-09-08,81
2021-09-09,81
2021-09-10,80
2021-09-11,50
2021-09-12,34
2021-09-13,76
2021-09-14,80
2021-09-15,76
2021-09-16,95
2021-09-17,65
2021-09-18,129
2021-09-19,82
2021-09-20,75
2021-09-21,60
2021-09-22,56
2021-09-23,61
2021-09-24,58
2021-09-25,89
2021-09-26,99
2021-09-27,134
2021-09-28,123
2021-09-29,94
2021-09-30,108
2021-10-01,117
2021-10-02,94
2021-10-03,86
2021-10-04,87
2021-10-05,106
2021-10-06,127
2021-10-07,152
2021-10-08,118
2021-10-09,101
2021-10-10,100
2021-10-11,91
2021-10-12,92
2021-10-13,101
2021-10-14,142
2021-10-15,170
2021-10-16,155
2021-10-17,107
2021-10-18,49
2021-10-19,77
2021-10-20,108
2021-10-21,114
2021-10-22,115
2021-10-23,84
2021-10-24,73
2021-10-25,89
2021-10-26,157
2021-10-27,175
2021-10-28,133
2021-10-29,117
2021-10-30,103
2021-10-31,185
2021-11-01,202
2021-11-02,196
2021-11-03,171
2021-11-04,283
2021-11-05,395
2021-11-06,172
2021-11-07,202
2021-11-08,259
2021-11-09,259
2021-11-10,260
2021-11-11,310
2021-11-12,247
2021-11-13,184
2021-11-14,198
2021-11-15,221
2021-11-16,279
2021-11-17,282
2021-11-18,282
2021-11-19,296
2021-11-20,296
2021-11-21,267
2021-11-22,206
2021-11-23,235
2021-11-24,293
2021-11-25,351
2021-11-26,0
2021-11-27,0
2021-11-28,352
2021-11-29,299
2021-11-30,253
2021-12-01,301
2021-12-02,355
2021-12-03,268
2021-12-04,253
2021-12-05,243
2021-12-06,245
2021-12-07,190
2021-12-08,189
2021-12-09,225
2021-12-10,213
2021-12-11,192
2021-12-12,231
2021-12-13,277
2021-12-14,320
2021-12-15,280
2021-12-16,290
2021-12-17,224
2021-12-18,202
2021-12-19,216
2021-12-20,284
2021-12-21,368
2021-12-22,390
2021-12-23,413
2021-12-24,400
2021-12-25,451
2021-12-26,430
2021-12-27,249
2021-12-28,226
2021-12-29,260
2021-12-30,267
2021-12-31,286
