date,pm25
2021-01-01,431
2021-01-02,364
2021-01-03,309
2021-01-04,180
2021-01-05,157
2021-01-06,221
2021-01-07,201
2021-01-08,231
2021-01-09,223
2021-01-10,203
2021-01-11,197
2021-01-12,285
2021-01-13,410
2021-01-14,541
2021-01-15,496
2021-01-16,350
2021-01-17,308
2021-01-18,319
2021-01-19,333
2021-01-20,199
2021-01-21,228
2021-01-22,289
2021-01-23,235
2021-01-24,310
2021-01-25,256
2021-01-26,279
2021-01-27,253
2021-01-28,366
2021-01-29,285
2021-01-30,217
2021-01-31,251
2021-02-01,299
2021-02-02,273
2021-02-03,230
2021-02-04,195
2021-02-05,171
2021-02-06,174
2021-02-07,232
2021-02-08,254
2021-02-09,190
2021-02-10,231
2021-02-11,267
2021-02-12,314
2021-02-13,246
2021-02-14,265
2021-02-15,231
2021-02-16,250
2021-02-17,253
2021-02-18,229
2021-02-19,248
2021-02-20,213
2021-02-21,239
2021-02-22,205
2021-02-23,198
2021-02-24,172
2021-02-25,194
2021-02-26,181
2021-02-27,151
2021-02-28,152
2021-03-01,142
2021-03-02,143
2021-03-03,172
2021-03-04,179
2021-03-05,180
2021-03-06,181
2021-03-07,182
2021-03-08,179
2021-03-09,182
2021-03-10,143
2021-03-11,194
2021-03-12,146
2021-03-13,165
2021-03-14,172
2021-03-15,179
2021-03-16,204
2021-03-17,198
2021-03-18,215
2021-03-19,190
2021-03-20,191
2021-03-21,173
2021-03-22,167
2021-03-23,169
2021-03-24,146
2021-03-25,140
2021-03-26,165
2021-03-27,169
2021-03-28,155
2021-03-29,0
2021-03-30,97
2021-03-31,86
2021-04-01,120
2021-04-02,137
2021-04-03,142
2021-04-04,146
2021-04-05,161
2021-04-06,181
2021-04-07,146
2021-04-08,122
2021-04-09,134
2021-04-10,139
2021-04-11,150
2021-04-12,167
2021-04-13,158
2021-04-14,138
2021-04-15,150
2021-04-16,132
2021-04-17,254
2021-04-18,0
2021-04-19,120
2021-04-20,139
2021-04-21,122
2021-04-22,125
2021-04-23,131
2021-04-24,99
2021-04-25,155
2021-04-26,206
2021-04-27,220
2021-04-28,227
2021-04-29,219
2021-04-30,188
2021-05-01,160
2021-05-02,147
2021-05-03,177
2021-05-04,140
2021-05-05,149
2021-05-06,136
2021-05-07,133
2021-05-08,127
2021-05-09,128
2021-05-10,138
2021-05-11,132
2021-05-12,115
2021-05-13,98
2021-05-14,113
2021-05-15,146
2021-05-16,138
2021-05-17,143
2021-05-18,77
2021-05-19,93
2021-05-20,95
2021-05-21,72
2021-05-22,75
2021-05-23,285
2021-05-24,123
2021-05-25,114
2021-05-26,117
2021-05-27,124
2021-05-28,111
2021-05-29,94
2021-05-30,91
2021-05-31,104
2021-06-01,95
2021-06-02,109
2021-06-03,138
2021-06-04,120
2021-06-05,105
2021-06-06,120
2021-06-07,137
2021-06-08,156
2021-06-09,145
2021-06-10,144
2021-06-11,126
2021-06-12,101
2021-06-13,88
2021-06-14,95
2021-06-15,98
2021-06-16,99
2021-06-17,101
2021-06-18,83
2021-06-19,79
2021-06-20,68
2021-06-21,98
2021-06-22,128
2021-06-23,168
