date,pm25
2016-06-18,162
2016-06-19,0
2016-06-20,0
2016-06-21,76
2016-06-22,117
2016-06-23,119
2016-06-24,156
2016-06-25,158
2016-06-26,0
2016-06-27,143
2016-06-28,124
2016-06-29,99
2016-06-30,107
2016-07-01,107
2016-07-02,85
2016-07-03,122
2016-07-04,115
2016-07-05,136
2016-07-06,145
2016-07-07,105
2016-07-08,128
2016-07-09,135
2016-07-10,102
2016-07-11,111
2016-07-12,92
2016-07-13,112
2016-07-14,119
2016-07-15,105
2016-07-16,98
2016-07-17,92
2016-07-18,116
2016-07-19,107
2016-07-20,125
2016-07-21,118
2016-07-22,131
2016-07-23,111
2016-07-24,131
2016-07-25,174
2016-07-26,130
2016-07-27,111
2016-07-28,107
2016-07-29,134
2016-07-30,0
2016-07-31,0
2016-08-01,71
2016-08-02,93
2016-08-03,0
2016-08-04,0
2016-08-05,0
2016-08-06,0
2016-08-07,0
2016-08-08,106
2016-08-09,94
2016-08-10,95
2016-08-11,70
2016-08-12,120
2016-08-13,114
2016-08-14,105
2016-08-15,135
2016-08-16,139
2016-08-17,149
2016-08-18,128
2016-08-19,141
2016-08-20,142
2016-08-21,85
2016-08-22,93
2016-08-23,110
2016-08-24,113
2016-08-25,106
2016-08-26,132
2016-08-27,130
2016-08-28,122
2016-08-29,112
2016-08-30,104
2016-08-31,104
2016-09-01,76
2016-09-02,119
2016-09-03,124
2016-09-04,126
2016-09-05,123
2016-09-06,130
2016-09-07,141
2016-09-08,142
2016-09-09,139
2016-09-10,120
2016-09-11,111
2016-09-12,134
2016-09-13,145
2016-09-14,128
2016-09-15,158
2016-09-16,151
2016-09-17,165
2016-09-18,166
2016-09-19,157
2016-09-20,173
2016-09-21,163
2016-09-22,105
2016-09-23,114
2016-09-24,154
2016-09-25,139
2016-09-26,159
2016-09-27,140
2016-09-28,170
2016-09-29,176
2016-09-30,152
2016-10-01,186
2016-10-02,164
2016-10-03,167
2016-10-04,189
2016-10-05,149
2016-10-06,176
2016-10-07,180
2016-10-08,183
2016-10-09,201
2016-10-10,181
2016-10-11,192
2016-10-12,182
2016-10-13,166
2016-10-14,161
2016-10-15,202
2016-10-16,194
2016-10-17,205
2016-10-18,212
2016-10-19,202
2016-10-20,188
2016-10-21,185
2016-10-22,192
2016-10-23,210
2016-10-24,208
2016-10-25,188
2016-10-26,233
2016-10-27,323
2016-10-28,317
2016-10-29,326
2016-10-30,311
2016-10-31,447
2016-11-01,386
2016-11-02,495
2016-11-03,477
2016-11-04,331
2016-11-05,557
2016-11-06,618
2016-11-07,432
2016-11-08,347
2016-11-09,317
2016-11-10,314
2016-11-11,333
2016-11-12,310
2016-11-13,250
2016-11-14,267
2016-11-15,268
2016-11-16,281
2016-11-17,264
2016-11-18,273
2016-11-19,297
2016-11-20,283
2016-11-21,276
2016-11-22,205
2016-11-23,238
2016-11-24,256
2016-11-25,217
2016-11-26,187
2016-11-27,199
2016-11-28,215
2016-11-29,229
2016-11-30,236
2016-12-01,270
2016-12-02,282
2016-12-03,239
2016-12-04,263
2016-12-05,241
2016-12-06,319
2016-12-07,310
2016-12-08,270
2016-12-09,320
2016-12-10,235
2016-12-11,238
2016-12-12,255
2016-12-13,286
2016-12-14,211
2016-12-15,242
2016-12-16,257
2016-12-17,294
2016-12-18,312
2016-12-19,291
2016-12-20,218
2016-12-21,192
2016-12-22,235
2016-12-23,455
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,0
2016-12-29,0
2016-12-30,0
2016-12-31,0
