date,pm25
2014-05-16,165
2014-05-17,178
2014-05-18,167
2014-05-19,155
2014-05-20,163
2014-05-21,171
2014-05-22,190
2014-05-23,178
2014-05-24,124
2014-05-25,128
2014-05-26,113
2014-05-27,179
2014-05-28,197
2014-05-29,197
2014-05-30,353
2014-05-31,174
2014-06-01,137
2014-06-02,186
2014-06-03,205
2014-06-04,194
2014-06-05,191
2014-06-06,184
2014-06-07,0
2014-06-08,0
2014-06-09,234
2014-06-10,189
2014-06-11,181
2014-06-12,173
2014-06-13,154
2014-06-14,165
2014-06-15,0
2014-06-16,167
2014-06-17,196
2014-06-18,173
2014-06-19,0
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,164
2014-06-24,165
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,356
2014-07-01,189
2014-07-02,152
2014-07-03,158
2014-07-04,168
2014-07-05,189
2014-07-06,173
2014-07-07,180
2014-07-08,195
2014-07-09,234
2014-07-10,371
2014-07-11,175
2014-07-12,172
2014-07-13,167
2014-07-14,157
2014-07-15,158
2014-07-16,121
2014-07-17,103
2014-07-18,80
2014-07-19,112
2014-07-20,207
2014-07-21,129
2014-07-22,144
2014-07-23,114
2014-07-24,122
2014-07-25,185
2014-07-26,0
2014-07-27,0
2014-07-28,135
2014-07-29,159
2014-07-30,146
2014-07-31,122
2014-08-01,112
2014-08-02,0
2014-08-03,0
2014-08-04,130
2014-08-05,194
2014-08-06,167
2014-08-07,0
2014-08-08,120
2014-08-09,115
2014-08-10,120
2014-08-11,153
2014-08-12,142
2014-08-13,126
2014-08-14,123
2014-08-15,82
2014-08-16,70
2014-08-17,0
2014-08-18,0
2014-08-19,824
2014-08-20,169
2014-08-21,131
2014-08-22,166
2014-08-23,0
2014-08-24,0
2014-08-25,134
2014-08-26,242
2014-08-27,139
2014-08-28,153
2014-08-29,157
2014-08-30,0
2014-08-31,0
2014-09-01,71
2014-09-02,83
2014-09-03,83
2014-09-04,144
2014-09-05,77
2014-09-06,129
2014-09-07,177
2014-09-08,111
2014-09-09,139
2014-09-10,129
2014-09-11,181
2014-09-12,200
2014-09-13,0
2014-09-14,154
2014-09-15,223
2014-09-16,171
2014-09-17,144
2014-09-18,202
2014-09-19,223
2014-09-20,146
2014-09-21,0
2014-09-22,155
2014-09-23,256
2014-09-24,214
2014-09-25,158
2014-09-26,132
2014-09-27,0
2014-09-28,0
2014-09-29,124
2014-09-30,354
2014-10-01,126
2014-10-02,155
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,206
2014-10-07,187
2014-10-08,194
2014-10-09,276
2014-10-10,447
2014-10-11,321
2014-10-12,0
2014-10-13,161
2014-10-14,93
2014-10-15,161
2014-10-16,176
2014-10-17,211
2014-10-18,232
2014-10-19,278
2014-10-20,254
2014-10-21,262
2014-10-22,334
2014-10-23,383
2014-10-24,438
2014-10-25,0
2014-10-26,0
2014-10-27,314
2014-10-28,282
2014-10-29,323
2014-10-30,324
2014-10-31,306
2014-11-01,419
2014-11-02,331
2014-11-03,270
2014-11-04,285
2014-11-05,294
2014-11-06,282
2014-11-07,308
2014-11-08,282
2014-11-09,345
2014-11-10,284
2014-11-11,294
2014-11-12,367
2014-11-13,336
2014-11-14,261
2014-11-15,244
2014-11-16,233
2014-11-17,289
2014-11-18,314
2014-11-19,367
2014-11-20,283
2014-11-21,318
2014-11-22,290
2014-11-23,287
2014-11-24,242
2014-11-25,225
2014-11-26,241
2014-11-27,310
2014-11-28,318
2014-11-29,351
2014-11-30,273
2014-12-01,179
2014-12-02,189
2014-12-03,223
2014-12-04,220
2014-12-05,236
2014-12-06,224
2014-12-07,198
2014-12-08,209
2014-12-09,320
2014-12-10,277
2014-12-11,241
2014-12-12,324
2014-12-13,293
2014-12-14,143
2014-12-15,151
2014-12-16,195
2014-12-17,206
2014-12-18,240
2014-12-19,413
2014-12-20,245
2014-12-21,332
2014-12-22,376
2014-12-23,375
2014-12-24,432
2014-12-25,272
2014-12-26,261
2014-12-27,321
2014-12-28,490
2014-12-29,0
2014-12-30,0
2014-12-31,0
